,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Fwd PSH Flags,-0.27173750713013034,0.005254334112864301,-0.005020313143687438,0.004004758083104238,-0.01626948200620118,-0.0006172137257115982,-0.09583869101362175,-0.15742493552511677,-0.14013286276067885,0.11083778236591887,-0.012723801762488779,0.019162178293102412,-0.0012407104380861356,-0.013459754495078913,-0.054882604828510144,0.05239552428660473,-0.03821955409232057,0.003782725557064922,0.04436739531654498,0.006916617797860486,0.005417534747417983,-0.0256653251627155,0.018094558253378114,0.04454963568627345,0.007314413659279924,0.029601242679050437,0.003259502812689901,0.023390050448912163,0.04441309813577903,0.013245763783074153,1.0,,,,0.008424224881422897,0.005138038589243858,0.05171683577414613,0.01328612730444114,-0.1648165161047534,-0.07889565287779786,-0.14440224144029767,0.052240642863358666,0.014130065921581489,,-0.005696048133600757,1.0,,-0.10373538616619563,0.5177776258013049,-0.01361505878706027,,-0.009711944662411758,-0.13125733167262416,-0.14013286276067885,-0.0012407104380861358,,,,,,,-0.005020313143687438,-0.01626948200620118,0.004004758083104237,-0.0006172137257115978,0.08445920893099486,8.191157221028249e-05,-0.025097961583872622,0.0323815057914902,0.00572669699589034,-0.004500474559233774,-0.0020706096358567624,0.007349729583173143,0.061422545431158736,-0.011941651216980487,0.05085706969467965,0.07106899066058346
Bwd PSH Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd URG Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd URG Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd Header Length,-0.03039150247208917,0.015391397852191947,-0.007363774524848335,0.0014047806902755776,-0.022480512927724326,0.0005659245097416883,-0.015412525325356455,-0.02125435427534846,-0.022330988028328606,0.0063230381561019035,0.007698357194340845,0.010565588191192512,0.009222628662476043,0.0077761113831505664,-0.0033314141198284132,-0.0026292439605259035,0.015439408974340792,0.016429928463099937,0.015356481443019314,0.0004652088725739882,0.015226470001274495,0.016377206638043554,0.016307774990988164,0.015154670409709605,0.00042001250954018683,0.009644708521657224,0.009637758837935988,0.00991365240253494,0.00989789883947797,0.007921587099385575,0.008424224881422897,,,,1.0,0.006763008851212525,-0.002789577361420306,0.0025772986589967296,-0.021390373391661038,-0.006382436417814698,-0.0213126955655851,0.008465732226005595,0.003788814788989623,,0.0011875135796469746,0.008424224881422897,,0.021626830230450325,0.016269958293920445,0.010594333046626879,,0.017422904840118002,-0.01573824873050853,-0.022330988028328603,0.009222628662476043,,,,,,,-0.007363774524848336,-0.02248051292772433,0.0014047806902755774,0.0005659245097416883,0.014482590264610715,0.006813459291236991,-0.04049714118176918,0.2600971652190124,0.00426780783735133,0.004728986438331701,0.005332082695703941,0.002686917881126838,0.01421801186118454,0.010833770454813632,0.0149694978329724,0.012812503680743952
Bwd Header Length,-0.018536850519050237,0.008245241130720359,-0.0006305163747713809,-0.005384764783156073,0.001907338129318056,-9.965370961102015e-05,0.01960041728526012,0.01836035001450771,0.020025156464165347,0.006912199365189404,-0.0013427539048901235,-0.06467893182489555,-0.014466769933081556,0.003434253899031827,0.008394094694241084,0.010724980823441676,0.010747390222972815,0.010765775930504946,0.00900800151142008,0.0005475102664511858,0.008178279017148295,0.01094615709756733,0.010484922820579225,0.00893666088441317,0.0005195524842519989,0.00353960378434578,0.0052911720650845855,0.005209288987797844,0.0047258277885646295,-0.01916577624344284,0.005138038589243858,,,,0.006763008851212525,1.0,0.010657693381062348,0.0015241198245469244,0.018497943113000407,0.012193419490709269,0.018506733636283936,-0.0008705017994768652,0.002008604879207271,,0.0007242529831602002,0.005138038589243857,,0.013191446913416657,0.009923094645240948,0.006461433818854211,,-0.02254743133066305,0.017065171397328483,0.020025156464165347,-0.01446676993308156,,,,,,,-0.000630516374771381,0.001907338129318056,-0.005384764783156074,-9.965370961102015e-05,0.008834378915410312,0.004155748142809477,-0.004303570572527879,0.04194577270683397,0.002843514790224469,0.00292000841468179,0.0034096929735504635,0.0018814650706575624,0.008721227557997006,0.0066286585094747705,0.009180104817216997,0.007863047755861306
Fwd Packets/s,0.17911984722791258,-0.1649278951260492,-0.013148946661691042,-0.015267395481995853,-0.019197888104211244,-0.005710386729092963,0.33970751972299174,0.458170791335455,0.44405794802406734,-0.08076564133487511,-0.07819762342304798,-0.12331367150931385,-0.09692619117821218,-0.07771065204679954,0.8024791718853876,0.9982111415277114,-0.18222599624395736,-0.1885509458019086,-0.1681105467283459,-0.00893444542792524,-0.1632805008691754,-0.18678516754282684,-0.18467560860758617,-0.16610147251356694,-0.0084809562972603,-0.09647846989527031,-0.09604023979555146,-0.0988600694893377,-0.09886927245753414,-0.08219101666885682,0.05171683577414613,,,,-0.002789577361420306,0.010657693381062348,1.0,0.007490372390646203,0.46005854456560613,0.18910561969581272,0.436665130033848,-0.09939627085406363,-0.03310533926293987,,0.01527536307378178,0.051716835774146125,,-0.20911245977044876,0.001817898663972116,-0.061632135069791844,,-0.178151085902559,0.4961338619203343,0.44405794802406734,-0.09692619117821218,,,,,,,-0.013148946661691042,-0.019197888104211237,-0.01526739548199585,-0.005710386729092963,-0.09541321950115017,-0.0669138776805639,-0.054621106683906955,-0.08117515008053464,-0.04638385556846277,-0.04763278157919627,-0.05561943466777379,-0.030690242745727576,-0.14229288596960796,-0.10816379908570156,-0.1497826554926555,-0.12828797672968398
Bwd Packets/s,-0.0825082962107495,-0.024326667187832853,-0.0024407836915314846,-0.0002023397795969263,-0.005718615264622341,-0.0003096234763627457,-0.0518944045183149,-0.04939996073516819,-0.05367008883082658,-0.01697823584597623,-0.010307752596027956,-0.010980889220251804,-0.011308830440872025,-0.010069976465988858,-0.019539486231399963,0.0672625598927251,-0.02687924624606998,-0.027811928280300286,-0.02479571729401154,-0.0013171990373077535,-0.024084280421434713,-0.027553404465969978,-0.027241738282673716,-0.02450044849938414,-0.0012505246963982859,-0.014228877402661957,-0.014166475876067258,-0.014582213138426838,-0.014582221527171287,0.023598713335681136,0.01328612730444114,,,,0.0025772986589967296,0.0015241198245469244,0.007490372390646203,1.0,-0.050495556441197346,-0.04078565262202767,-0.0557419621030317,-0.014742109916045094,-0.004870150547261976,,0.015001567977388853,0.013286127304441142,,0.010748955574469686,0.1061789977091693,0.15119187648717441,,0.13138541304957557,-0.049958128778103836,-0.05367008883082658,-0.011308830440872025,,,,,,,-0.002440783691531484,-0.005718615264622341,-0.0002023397795969262,-0.0003096234763627457,0.005246490387480347,0.017947324766853432,-0.01074714713813815,0.009901731072777234,-0.006840110629277265,-0.0070255054815035675,-0.00820274577611526,-0.004525252413976362,-0.02098892696458127,-0.015955605944372116,-0.022093908740172388,-0.018922909523132903
Packet Length Min,0.5959840921055901,-0.29496681774227335,-0.0024215091110670922,-0.030112884979081597,0.031233263668984,-0.011376016819734274,0.7579424854675805,0.9965458047752733,0.9763857557701697,-0.15570265789815105,-0.15328913091096721,-0.21266625651873536,-0.18438120459243632,-0.15459624092681695,0.6847182209498698,0.4560104556388021,-0.2686274507004947,-0.2884134498136338,-0.2826014405227867,-0.006878417294046356,-0.29169596931424757,-0.29240515214692486,-0.289630573162293,-0.2785934231958722,-0.005990729560997322,-0.1900876713919596,-0.18784513232458763,-0.19364190302836576,-0.194129435841912,-0.1590922252936546,-0.1648165161047534,,,,-0.021390373391661038,0.018497943113000407,0.46005854456560613,-0.050495556441197346,1.0,0.4329940884909262,0.95710253978463,-0.18734093620202472,-0.0755102233312796,,-0.023221032858979727,-0.1648165161047534,,-0.4235729543846508,-0.31952553665367944,-0.20788851812932876,,-0.34680438333448177,0.9680445193599164,0.9763857557701697,-0.18438120459243634,,,,,,,-0.002421509111067094,0.031233263668984,-0.030112884979081597,-0.011376016819734278,-0.2845085429951323,-0.13442106368738888,0.01867726110306735,-0.1241563109257694,-0.082205798977199,-0.09086368617182007,-0.10265324946445752,-0.051905994323554874,-0.2787774647744832,-0.21081127170792768,-0.2930949920144043,-0.251653067390979
Packet Length Max,0.15149246624158805,0.07014146394677792,0.02675608005814493,0.14279966857993195,0.18561348199885144,0.15298172935941481,0.7360494966782756,0.4353767494326838,0.5094602646552255,0.4986089746809036,0.7806236441690358,-0.12090725737904795,0.6011383451949839,0.7221515202488036,0.33338356669873903,0.18624411613859493,-0.19196004782038245,-0.1098945966407362,0.05808351954973184,-0.008385054117105526,0.06923735161575939,-0.1733055446141699,-0.0728095774472772,0.05799451356568596,-0.007634677499752464,0.24556508927630166,-0.054450021404811824,0.016314147187781836,0.1410474272030752,-0.1013445531061381,-0.07889565287779786,,,,-0.006382436417814698,0.012193419490709269,0.18910561969581272,-0.04078565262202767,0.4329940884909262,1.0,0.617252308835017,0.7326169097507685,0.6424957584907518,,-0.01841703437869983,-0.07889565287779782,,0.002341342665922123,-0.2025163675684342,-0.15390899869598557,,-0.12379592288742047,0.5719125559907433,0.5094602646552255,0.6011383451949838,,,,,,,0.02675608005814493,0.18561348199885144,0.14279966857993195,0.1529817293594148,0.16575223479224052,-0.024479529777410976,0.10274241280738171,-0.04402000428813934,0.04612850051148927,0.028901015956775758,0.04547405548878941,0.03736325707320727,0.08101347559655875,-0.11896288185976583,0.0438354758973333,0.1168455183472237
Packet Length Mean,0.5654252974046217,-0.262982094532793,0.006847328827375523,0.016855202726277014,0.06048736687232124,0.03185564472347742,0.8444452553459266,0.9570024112176868,0.9766129540407469,0.03076804662822972,0.05186735879255836,-0.19323574963659337,0.04989495971164649,0.05763685328156736,0.6659800702611487,0.43235568813287256,-0.3001145901945991,-0.30031901598623967,-0.2516577817000834,-0.00887622513683528,-0.2605917940807364,-0.31825288948705416,-0.2930077334886618,-0.24850932536582826,-0.007890105510598069,-0.12496410365684173,-0.19094893722769035,-0.18060556201976974,-0.14834930697707485,-0.16619022352114027,-0.14440224144029767,,,,-0.0213126955655851,0.018506733636283936,0.436665130033848,-0.0557419621030317,0.95710253978463,0.617252308835017,1.0,0.07055504485788075,0.10082477388544,,-0.02529939802109196,-0.14440224144029762,,-0.3839348988432645,-0.3213456028712305,-0.21969685030755134,,-0.32133467159648355,0.9881435022986109,0.9766129540407469,0.04989495971164649,,,,,,,0.0068473288273755255,0.06048736687232124,0.016855202726277017,0.031855644723477426,-0.20986084338509678,-0.12471827484317245,0.05147696312855257,-0.11493315644645016,-0.05928173742003368,-0.07435003822109863,-0.07847402376994696,-0.03370258802596016,-0.24011417629248952,-0.22528157152874964,-0.2626103762944106,-0.20611368949575218
Packet Length Std,-0.21538092232849515,0.22774866427432056,0.022607495504075436,0.15237565937954428,0.054924316012907815,0.1326485982723461,0.31428875519497235,-0.176829451424544,-0.0692568801513816,0.7352949882822465,0.8713052154148316,0.059469569778785154,0.8714053638876409,0.9153934313071584,-0.08477110213729698,-0.10005536630341579,-0.06631246885485823,0.03023398912117541,0.2055431128223641,-0.005930677785813956,0.22392075775347559,-0.03337367267705635,0.0696087272494106,0.20195681027220713,-0.005639696793494535,0.35848048362664603,0.040708898511803315,0.11587419415970787,0.24908015976720912,-0.007659352438094648,0.052240642863358666,,,,0.008465732226005595,-0.0008705017994768652,-0.09939627085406363,-0.014742109916045094,-0.18734093620202472,0.7326169097507685,0.07055504485788075,1.0,0.6830944281991819,,-0.0058593054454378155,0.052240642863358666,,0.263863722068152,-0.004172240944317142,-0.03652327747664815,,0.09796551711872804,0.008892930939494368,-0.06925688015138158,0.8714053638876412,,,,,,,0.02260749550407543,0.054924316012907815,0.15237565937954428,0.1326485982723461,0.3713792527466852,0.06789011113191123,0.06305336281501822,0.034573154955332815,0.10431641719432279,0.08555563490185875,0.1161802793387808,0.07821121893071108,0.232957641229107,-0.018963266877473704,0.19973861373532192,0.25745639002920184
Packet Length Variance,-0.11957990397680446,0.09931117613758035,0.01978789473868185,0.1520250149429101,0.0762328363301767,0.21546439278137253,0.16992708002739165,-0.06953380637933024,-0.02226842618660754,0.33923435563591114,0.740289988748172,0.0028976746916254048,0.6036293288902352,0.6352147126072428,-0.027008416516788248,-0.03332247367556173,-0.02124831545456604,0.015430103568255641,0.09913109781617215,-0.0019226591291003445,0.09715594756133596,-0.009615883645726419,0.030947915141799304,0.09691999128444849,-0.0018516646413226,0.14040462339651147,0.01341195486020348,0.04232191060645499,0.09942639365544519,-0.0024197884148688957,0.014130065921581489,,,,0.003788814788989623,0.002008604879207271,-0.03310533926293987,-0.004870150547261976,-0.0755102233312796,0.6424957584907518,0.10082477388544,0.6830944281991819,1.0,,-0.0020474093347333964,0.014130065921581489,,0.13803085700413453,0.006306646485245513,-0.0036304160772438142,,0.08241520061978616,0.05552925849671797,-0.02226842618660755,0.6036293288902354,,,,,,,0.01978789473868185,0.0762328363301767,0.1520250149429101,0.21546439278137253,0.20935799623142692,0.037328472783630225,0.04868924043306597,0.014686797495208936,0.04980188203271303,0.04007870892327895,0.056126130954168144,0.03816787971533048,0.09392773577516926,-0.004268186382477885,0.08121046396197698,0.1028387967000562
FIN Flag Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYN Flag Count,-0.03830527823775107,-0.011108276178499576,-0.0010720448087155928,-0.0006271849692643664,-0.002693309664536547,-0.0003726352768223771,-0.02437205254769131,-0.023184846327948427,-0.025193576389528592,-0.00800909751487302,-0.004117017157880748,-0.005638301266893878,-0.0032950004568667013,-0.0034302284945326176,-0.009139075822959223,0.01613812442622373,-0.012189468657963061,-0.012605829300903825,-0.011271830485046071,-0.00060677218277484,-0.011030848962180572,-0.01261698511641992,-0.012472421155426476,-0.011214387155057088,-0.0005759709428488235,-0.006476379435804521,-0.00636774529908514,-0.006586157292696564,-0.00661712286535496,-0.0014796052103011334,-0.005696048133600757,,,,0.0011875135796469746,0.0007242529831602002,0.01527536307378178,0.015001567977388853,-0.023221032858979727,-0.01841703437869983,-0.02529939802109196,-0.0058593054454378155,-0.0020474093347333964,,1.0,-0.005696048133600758,,-0.014622982569328728,0.044991777128832205,-0.007163376843644552,,0.0009550302352716743,-0.022737160926902304,-0.025193576389528592,-0.0032950004568667013,,,,,,,-0.0010720448087155928,-0.0026933096645365474,-0.0006271849692643664,-0.00037263527682237705,-0.009788963276114147,-0.003731325996587902,-0.004783526808253145,0.004564634731163104,-0.0031511628388030673,-0.0032360070455099465,-0.003778594939273218,-0.00208499332098083,-0.00966688284821693,-0.007348268831824111,-0.010175711056008804,-0.008715438791398727
RST Flag Count,-0.27173750713013034,0.005254334112864301,-0.005020313143687438,0.004004758083104238,-0.01626948200620118,-0.0006172137257115982,-0.09583869101362175,-0.15742493552511677,-0.14013286276067885,0.11083778236591887,-0.012723801762488779,0.019162178293102412,-0.0012407104380861356,-0.013459754495078913,-0.054882604828510144,0.05239552428660473,-0.03821955409232057,0.003782725557064922,0.04436739531654498,0.006916617797860486,0.005417534747417983,-0.0256653251627155,0.018094558253378114,0.04454963568627345,0.007314413659279924,0.029601242679050437,0.003259502812689901,0.023390050448912163,0.04441309813577903,0.013245763783074153,1.0,,,,0.008424224881422897,0.005138038589243857,0.051716835774146125,0.013286127304441142,-0.1648165161047534,-0.07889565287779782,-0.14440224144029762,0.052240642863358666,0.014130065921581489,,-0.005696048133600758,1.0,,-0.10373538616619563,0.5177776258013049,-0.01361505878706027,,-0.009711944662411758,-0.13125733167262416,-0.14013286276067885,-0.0012407104380861358,,,,,,,-0.005020313143687438,-0.01626948200620118,0.004004758083104237,-0.0006172137257115978,0.08445920893099486,8.191157221028249e-05,-0.025097961583872622,0.0323815057914902,0.00572669699589034,-0.004500474559233774,-0.0020706096358567624,0.007349729583173143,0.061422545431158736,-0.011941651216980487,0.05085706969467965,0.07106899066058346
PSH Flag Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACK Flag Count,-0.6976087169552418,0.6121614192762774,-0.001340505826161133,0.05206053919187064,-0.039421485578553565,0.024834824684278733,-0.22978474310000482,-0.4236574896799222,-0.4181099302189489,0.18654339367358735,0.2928613305186118,-0.11623690897291139,0.23840765537339784,0.331337154237982,-0.1694560546774052,-0.2080020691449056,0.6200932199706535,0.638405008669365,0.5927817438280886,-0.011054747087877306,0.6057436363899872,0.6556281657917116,0.6296863159023909,0.5855481962079327,-0.010489943445780714,0.3808421103136244,0.388629835339427,0.39649835343594064,0.3916179006747093,0.1053152621703367,-0.10373538616619563,,,,0.021626830230450325,0.013191446913416657,-0.20911245977044876,0.010748955574469686,-0.4235729543846508,0.002341342665922123,-0.3839348988432645,0.263863722068152,0.13803085700413453,,-0.014622982569328728,-0.10373538616619563,,1.0,-0.19482154070035632,-0.13045810809532368,,0.03578495986203939,-0.3620702086839631,-0.4181099302189489,0.23840765537339784,,,,,,,-0.001340505826161133,-0.039421485578553565,0.05206053919187064,0.02483482468427873,0.43998142218283154,0.16207589998099134,-0.022663424104313257,0.0831302961248668,0.16455957106782887,0.18779273704666388,0.20745842247114796,0.1020922262225418,0.5533533680872034,0.4583919759169635,0.5915607086788696,0.4894178732552654
URG Flag Count,-0.5248150819757457,-0.07984422860095873,-0.01275661559062616,7.676129770904609e-05,-0.02421804616456821,-0.0036456522943809936,-0.26395306752571435,-0.31457322692280576,-0.3152098419360659,0.03192502078564121,-0.04073702190395747,-0.04704541848783544,-0.03158786113336275,-0.036793549463709635,-0.12061923177020877,0.008162162340321587,-0.11486995241971767,-0.09571067145958308,-0.06250419792564758,0.0306080616653393,-0.07945477943997016,-0.1022111483920695,-0.08235761066485776,-0.06243520151148647,0.02782333761782007,-0.017003134072399492,-0.027854252354925724,-0.024575810454382636,-0.019593548657219687,0.08961655721156454,0.5177776258013049,,,,0.016269958293920445,0.009923094645240948,0.001817898663972116,0.1061789977091693,-0.31952553665367944,-0.2025163675684342,-0.3213456028712305,-0.004172240944317142,0.006306646485245513,,0.044991777128832205,0.5177776258013049,,-0.19482154070035632,1.0,0.6511595702541481,,0.3939545275793522,-0.2910819991516826,-0.3152098419360659,-0.03158786113336275,,,,,,,-0.012756615590626161,-0.024218046164568213,7.676129770904662e-05,-0.0036456522943809945,0.15405114289370675,0.12190551070765357,-0.05844945427296622,0.06253940771092208,-0.021631858865153314,-0.02970236026146875,-0.031012806815123396,-0.011561330649450561,-0.03798887914782508,-0.07568458251155863,-0.05097751413599207,-0.022323867459239706
CWE Flag Count,-0.341738363242226,-0.09844112207338447,-0.010491443786408886,-0.0030887720784524724,-0.02400642574699211,-0.002935077488995616,-0.21307534219307306,-0.20242493364427927,-0.21989317704016287,-0.06984835900269672,-0.027899059249246568,-0.04727443654221315,-0.01840896066570588,-0.02358987768944658,-0.08280459492217807,-0.05245468035035393,-0.09770236006610586,-0.1116533667515237,-0.09844741792246225,0.04951222330983331,-0.09804694213422371,-0.10499131150109385,-0.11141649428098181,-0.09859195399098344,0.04523348156481512,-0.05793376625698166,-0.05605686187690928,-0.05823358510273431,-0.05894391696986879,0.03776253894579472,-0.01361505878706027,,,,0.010594333046626879,0.006461433818854211,-0.061632135069791844,0.15119187648717441,-0.20788851812932876,-0.15390899869598557,-0.21969685030755134,-0.03652327747664815,-0.0036304160772438142,,-0.007163376843644552,-0.01361505878706027,,-0.13045810809532368,0.6511595702541481,1.0,,0.5546788983480986,-0.19852206794218985,-0.21989317704016295,-0.018408960665705885,,,,,,,-0.010491443786408884,-0.024006425746992115,-0.0030887720784524716,-0.002935077488995615,0.06906779955364004,0.17179805760689995,-0.046309195266850844,0.0407231335558748,-0.028112909014580873,-0.028869852982375283,-0.033710513179068306,-0.018601136629844188,-0.08620935213556921,-0.06555716284489949,-0.09075268960189502,-0.07771829863716016
ECE Flag Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Down/Up Ratio,-0.2995699641736729,-0.08431712899491527,-0.011855044341464702,0.03247324189418414,-0.03762216374524695,0.0209948024403956,-0.28536271207555736,-0.3405943195546642,-0.3566745468970052,-0.01169555143986767,0.10892095745905862,0.28692804735212096,0.19075706425892716,0.08059929347077774,-0.14430021569277388,-0.16989722052507816,-0.15063260044449706,-0.13184576609294063,-0.07414828274188114,-0.007061778426958214,-0.0999395276934209,-0.16470398294439217,-0.140357065371649,-0.09531376712609564,-0.00792875519723195,0.012105442286856907,-0.03972938172340836,-0.03047706717490157,0.0016705565031518018,0.17139994326197902,-0.009711944662411758,,,,0.017422904840118002,-0.02254743133066305,-0.178151085902559,0.13138541304957557,-0.34680438333448177,-0.12379592288742047,-0.32133467159648355,0.09796551711872804,0.08241520061978616,,0.0009550302352716743,-0.009711944662411758,,0.03578495986203939,0.3939545275793522,0.5546788983480986,,1.0,-0.29983643939162863,-0.3566745468970052,0.19075706425892724,,,,,,,-0.011855044341464699,-0.03762216374524694,0.03247324189418414,0.0209948024403956,0.13843262271789178,0.3659321016582303,-0.05922783179549622,0.06369837926066932,0.10838143602252835,-0.017123255620463546,0.054469573662753366,0.1307342255712386,-0.06118305969739974,-0.086437448280485,-0.07366854275780879,-0.04485465032323951
Avg Packet Size,0.5241044810461107,-0.25259692459765537,-0.002149861938092538,0.004708529712667411,0.03196388783043205,0.01930786774804251,0.8231289024743753,0.9675189573105631,0.9754290756214136,-0.01309417423153832,0.002998602973650295,-0.17859262006585142,-0.004157176573531932,0.007191724455304433,0.7243141370626744,0.4920372155509272,-0.2765024180781466,-0.28029537723232006,-0.24262290379688056,-0.007507356407371123,-0.25020972477504316,-0.2933531411418485,-0.27481394491592886,-0.23954883133363858,-0.00663073222401471,-0.12996791881928804,-0.17544110705113808,-0.16951331920565116,-0.1472123341097586,-0.15090557339545752,-0.13125733167262416,,,,-0.01573824873050853,0.017065171397328483,0.4961338619203343,-0.049958128778103836,0.9680445193599164,0.5719125559907433,0.9881435022986109,0.008892930939494368,0.05552925849671797,,-0.022737160926902304,-0.13125733167262416,,-0.3620702086839631,-0.2910819991516826,-0.19852206794218985,,-0.29983643939162863,1.0,0.9754290756214136,-0.004157176573531928,,,,,,,-0.00214986193809254,0.03196388783043205,0.004708529712667412,0.01930786774804251,-0.2076482783891351,-0.11617631496009538,0.006414257388162756,-0.11705448704827763,-0.06120102544455757,-0.0729288560525661,-0.07895442782805324,-0.03633940660304607,-0.23010911296302103,-0.2047586346970505,-0.24909758612704339,-0.20022586905414508
Avg Fwd Segment Size,0.5895859628490722,-0.2867293006062402,0.0016183701063363007,-0.023227759010826188,0.06646511906012766,-0.010088609642577321,0.8423089447104875,0.9801736613867096,1.0,0.007122327024083076,-0.09860203547221169,-0.21864203734725382,-0.1394128603783458,-0.09218111497328373,0.6711790438401571,0.43985584571151976,-0.29196385132054803,-0.30202045925045695,-0.2779944809131408,-0.008297460808812992,-0.2837212430967761,-0.3125233831953992,-0.29888645750815596,-0.2743573163907798,-0.007294792775390849,-0.16143645236425053,-0.19151077627354265,-0.18993271127033615,-0.17828152266374156,-0.1673472085373249,-0.14013286276067885,,,,-0.022330988028328603,0.020025156464165347,0.44405794802406734,-0.05367008883082658,0.9763857557701697,0.5094602646552255,0.9766129540407469,-0.06925688015138158,-0.02226842618660755,,-0.025193576389528592,-0.14013286276067885,,-0.4181099302189489,-0.3152098419360659,-0.21989317704016295,,-0.3566745468970052,0.9754290756214136,1.0,-0.1394128603783458,,,,,,,0.0016183701063362992,0.06646511906012766,-0.023227759010826184,-0.01008860964257732,-0.2592316519326866,-0.12158567371906935,0.03938596100343704,-0.1187445521641194,-0.07071474640844959,-0.08097873263311249,-0.08885559956734643,-0.04370230105400073,-0.2690067293470723,-0.2207727401305872,-0.28687944079321365,-0.2386554243704016
Avg Bwd Segment Size,-0.17570519796905093,0.1695863390459736,0.02325082055443589,0.1776045566624973,-0.0061626552860674306,0.16104671138235266,0.12582468441956052,-0.18282386905735348,-0.1394128603783458,0.40448434289171964,0.8196552281743212,0.22380390074604392,1.0,0.867696600721686,-0.07634124764583339,-0.09738553931523986,-0.055337962033288085,0.01857076869684803,0.17149637552050453,-0.004800382037962728,0.16569046207288013,-0.03242061427777147,0.04855715266343624,0.16764594062885593,-0.004716548721393701,0.26464651972594905,0.02268234128859502,0.08272629073887025,0.20400543355278547,0.0251606481225412,-0.0012407104380861358,,,,0.009222628662476043,-0.01446676993308156,-0.09692619117821218,-0.011308830440872025,-0.18438120459243634,0.6011383451949838,0.04989495971164649,0.8714053638876412,0.6036293288902354,,-0.0032950004568667013,-0.0012407104380861358,,0.23840765537339784,-0.03158786113336275,-0.018408960665705885,,0.19075706425892724,-0.004157176573531928,-0.1394128603783458,1.0,,,,,,,0.02325082055443589,-0.0061626552860674375,0.17760455666249728,0.16104671138235266,0.31903446836742494,0.029535410759022076,0.05482430624693649,0.033976658574369406,0.08830816525451986,0.06477250821951737,0.09190189568058448,0.07008647014008527,0.19268970442264494,-0.018119374548839266,0.16468554359607498,0.2138002486558267
Fwd Avg Bytes/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd Avg Packets/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd Avg Bulk Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd Avg Bytes/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd Avg Packets/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd Avg Bulk Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
